"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"LUC7L2","192196","ENSMUSG00000029823","6","38551334","38609470"
"LUC7L3","67684","ENSMUSG00000020863","11","94287890","94321988"
"LUM","17022","ENSMUSG00000036446","10","97565501","97572703"
"LURAP1","68075","ENSMUSG00000028701","4","116132406","116151338"
"LURAP1L","52829","ENSMUSG00000048706","4","80910646","80955628"
"LUZP1","269593","ENSMUSG00000001089","4","136469761","136554780"
"LUZP2","233271","ENSMUSG00000063297","7","54835498","55268885"
"LUZP4","434865","ENSMUSG00000079387","X","148857640","148924139"
"LVRN","74574","ENSMUSG00000024481","18","46850039","46905446"
"LXN","17035","ENSMUSG00000047557","3","67457998","67463926"
"LY6A","110454","ENSMUSG00000075602","15","74994877","74998031"
"LY6C1","17067","ENSMUSG00000079018","15","75044018","75048830"
"LY6C2","100041546","ENSMUSG00000022584","15","75108158","75111970"
"LY6D","17068","ENSMUSG00000034634","15","74762056","74763620"
"LY6E","17069","ENSMUSG00000022587","15","74955051","74959905"
"LY6F","17071","ENSMUSG00000022583","15","75268421","75272235"
"LY6G5B","266614","ENSMUSG00000043807","17","35113948","35115428"
"LY6G5C","114652","ENSMUSG00000034482","17","35108279","35111991"
"LY6G6C","68468","ENSMUSG00000092586","17","35065388","35070050"
"LY6G6D","114654","ENSMUSG00000073413","17","35071443","35078065"
"LY6G6E","70274","ENSMUSG00000013766","17","35076902","35078804"
"LY6G6F","433099","ENSMUSG00000034923","17","35080480","35085610"
"LY6H","23934","ENSMUSG00000022577","15","75551268","75567255"
"LY6I","57248","ENSMUSG00000022586","15","74979534","74983430"
"LY6K","76486","ENSMUSG00000044678","15","74796874","74799986"
"LY75","17076","ENSMUSG00000026980","2","60292103","60383303"
"LY86","17084","ENSMUSG00000021423","13","37345345","37419036"
"LY9","17085","ENSMUSG00000004707","1","171588624","171607410"
"LY96","17087","ENSMUSG00000025779","1","16688051","16709611"
"LYAR","17089","ENSMUSG00000067367","5","38220470","38234306"
"LYG1","69541","ENSMUSG00000026085","1","37946736","37957759"
"LYG2","332427","ENSMUSG00000061584","1","37905923","37916493"
"LYL1","17095","ENSMUSG00000034041","8","84701457","84704715"
"LYN","17096","ENSMUSG00000042228","4","3678115","3813122"
"LYNX1","23936","ENSMUSG00000022594","15","74747852","74753046"
"LYPD1","72585","ENSMUSG00000026344","1","125867622","125913101"
"LYPD2","68311","ENSMUSG00000022595","15","74732247","74734329"
"LYPD3","72434","ENSMUSG00000057454","7","24636550","24641118"
"LYPD4","232973","ENSMUSG00000062732","7","24864620","24869941"
"LYPD5","76942","ENSMUSG00000030484","7","24349196","24355109"
"LYPD6","320343","ENSMUSG00000050447","2","50066429","50193569"
"LYPD6B","71897","ENSMUSG00000026765","2","49787688","49948849"
"LYPD8","70163","ENSMUSG00000013643","11","58379043","58390728"
"LYPLA1","18777","ENSMUSG00000025903","1","4807788","4848410"
"LYPLA2","26394","ENSMUSG00000028670","4","135968224","135972626"
"LYPLAL1","226791","ENSMUSG00000039246","1","186087731","186117310"
"LYRM1","73919","ENSMUSG00000030922","7","119895861","119916756"
"LYRM2","108755","ENSMUSG00000045854","4","32800253","32801559"
"LYRM4","380840","ENSMUSG00000046573","13","35978797","36117357"
"LYRM5","67636","ENSMUSG00000040370","6","145211134","145216939"
"LYRM7","75530","ENSMUSG00000020268","11","54826866","54860916"
"LYRM7OS","","ENSMUSG00000086789","11","54819919","54824967"
"LYRM9","66274","ENSMUSG00000072640","11","78826584","78846870"
"LYSMD1","217779","ENSMUSG00000053769","3","95134088","95139518"
"LYSMD2","70082","ENSMUSG00000032184","9","75625732","75637773"
"LYSMD3","80289","ENSMUSG00000035840","13","81657806","81671888"
"LYSMD4","75099","ENSMUSG00000043831","7","67222544","67228468"
"LYST","17101","ENSMUSG00000019726","13","13590409","13777440"
"LYVE1","114332","ENSMUSG00000030787","7","110850607","110862953"
"LYZ1","17110","ENSMUSG00000069515","10","117287796","117292868"
"LYZ2","17105","ENSMUSG00000069516","10","117277334","117282274"
"LYZL1","67328","ENSMUSG00000024233","18","4165832","4182232"
"LYZL4","69032","ENSMUSG00000032530","9","121577843","121642096"
"LYZL4OS","","ENSMUSG00000084995","9","121586997","121614255"
"LYZL6","69444","ENSMUSG00000020945","11","103631070","103638890"
"LZIC","69151","ENSMUSG00000028990","4","149485229","149496668"
"LZTFL1","93730","ENSMUSG00000025245","9","123694416","123717625"
"LZTR1","66863","ENSMUSG00000022761","16","17508688","17526333"
"LZTS1","211134","ENSMUSG00000036306","8","69132669","69184225"
"LZTS2","226154","ENSMUSG00000035342","19","45015176","45027104"
"LZTS3","241638","ENSMUSG00000037703","2","130632839","130642803"
"M1AP","110958","ENSMUSG00000030041","6","82946902","83030309"
"M6PR","17113","ENSMUSG00000007458","6","122308720","122317680"
"MAATS1","320214","ENSMUSG00000022805","16","38297754","38342143"
"MAB21L1","17116","ENSMUSG00000056947","3","55782510","55785001"
"MAB21L2","23937","ENSMUSG00000057777","3","86545581","86548629"
"MAB21L3","242125","ENSMUSG00000044313","3","101813076","101848959"
"MACC1","238455","ENSMUSG00000041886","12","119443410","119466934"
"MACF1","11426","ENSMUSG00000028649","4","123349633","123684360"
"MACROD1","107227","ENSMUSG00000036278","19","7056768","7198061"
"MACROD2","72899","ENSMUSG00000068205","2","140395309","142392966"
"MAD1L1","17120","ENSMUSG00000029554","5","140008689","140321552"
"MAD2L1","56150","ENSMUSG00000029910","6","66535390","66547220"
"MAD2L1BP","66591","ENSMUSG00000034509","17","46147390","46153553"
"MAD2L2","71890","ENSMUSG00000029003","4","148130384","148145699"
"MADCAM1","17123","ENSMUSG00000020310","10","79664574","79668536"
"MADD","228355","ENSMUSG00000040687","2","91137360","91183837"
"MAEA","59003","ENSMUSG00000079562","5","33335509","33373296"
"MAEL","98558","ENSMUSG00000040629","1","166201201","166238747"
"MAF","17132","ENSMUSG00000055435","8","115682942","115707794"
"MAF1","68877","ENSMUSG00000022553","15","76351294","76354380"
"MAFA","378435","ENSMUSG00000047591","15","75746843","75747922"
"MAFB","16658","ENSMUSG00000074622","2","160363703","160367065"
"MAFF","17133","ENSMUSG00000042622","15","79347541","79359072"
"MAFG","17134","ENSMUSG00000051510","11","120625117","120633600"
"MAFK","17135","ENSMUSG00000018143","5","139791513","139802653"
"MAG","17136","ENSMUSG00000036634","7","30899176","30914873"
"MAGEA1","17137","ENSMUSG00000096644","X","155088686","155089793"
"MAGEA10","236852","ENSMUSG00000043453","X","72381870","72386858"
"MAGEA2","17138","ENSMUSG00000055746","X","155027201","155093666"
"MAGEA3","","ENSMUSG00000094196","X","154948543","154949505"
"MAGEA4","17140","ENSMUSG00000033343","X","72222017","72222964"
"MAGEA5","17141","ENSMUSG00000079349","X","155053061","155063145"
"MAGEA6","17142","ENSMUSG00000063728","X","154924012","154935987"
"MAGEA8","17144","ENSMUSG00000079350","X","154985775","154995850"
"MAGEB1","17145","ENSMUSG00000062162","X","92015191","92016333"
"MAGEB16","71967","ENSMUSG00000046942","X","79623231","79671435"
"MAGEB16-PS1","","ENSMUSG00000082106","X","144555211","144556337"
"MAGEB18","215641","ENSMUSG00000067649","X","92118879","92599572"
"MAGEB2","17146","ENSMUSG00000073069","X","91331690","91333360"
"MAGEB3","17147","ENSMUSG00000074881","2","121953752","121956092"
"MAGEB4","434903","ENSMUSG00000035427","X","86250254","86305093"
"MAGEB5","74271","ENSMUSG00000061392","X","91779544","91783018"
"MAGED1","94275","ENSMUSG00000025151","X","94535474","94542143"
"MAGED2","80884","ENSMUSG00000025268","X","150806370","150814345"
"MAGEE1","107528","ENSMUSG00000031227","X","105120378","105123927"
"MAGEE2","272790","ENSMUSG00000031224","X","104854952","104857267"
"MAGEH1","75625","ENSMUSG00000047238","X","153036166","153037575"
"MAGEL2","27385","ENSMUSG00000056972","7","62376979","62381640"
"MAGI1","14924","ENSMUSG00000045095","6","93675455","94283917"
"MAGI2","50791","ENSMUSG00000040003","5","19227036","20704792"
"MAGI3","99470","ENSMUSG00000052539","3","104013259","104220374"
"MAGIX","54634","ENSMUSG00000031147","X","7673164","7681251"
"MAGOH","17149","ENSMUSG00000028609","4","107879755","107887424"
"MAGOHB","66441","ENSMUSG00000030188","6","131284388","131293244"
"MAGT1","67075","ENSMUSG00000031232","X","105968084","106011906"
"MAK","17152","ENSMUSG00000021363","13","41025120","41079706"
"MAK16","67920","ENSMUSG00000031578","8","31159468","31168724"
"MAL","17153","ENSMUSG00000027375","2","127633226","127656695"
"MAL2","105853","ENSMUSG00000024479","15","54571366","54602846"
"MALAT1","","ENSMUSG00000092341","19","5795690","5802672"
"MALL","228576","ENSMUSG00000027377","2","127704386","127729932"
"MALSU1","75593","ENSMUSG00000029815","6","49073795","49086751"
"MALT1","240354","ENSMUSG00000032688","18","65430963","65478823"
"MAMDC2","71738","ENSMUSG00000033207","19","23302609","23448322"
"MAMDC4","381352","ENSMUSG00000026941","2","25563115","25574845"
"MAML1","103806","ENSMUSG00000050567","11","50255634","50292311"
"MAML2","270118","ENSMUSG00000031925","9","13619990","13709533"
"MAML3","433586","ENSMUSG00000061143","3","51685907","52105076"
"MAMLD1","333639","ENSMUSG00000059401","X","71050256","71156056"
"MAMSTR","74490","ENSMUSG00000042918","7","45639977","45646521"
"MAN1A","17155","ENSMUSG00000003746","10","53904788","54075796"
"MAN1A2","17156","ENSMUSG00000008763","3","100562208","100685503"
"MAN1B1","227619","ENSMUSG00000036646","2","25332338","25352212"
"MAN1C1","230815","ENSMUSG00000037306","4","134561690","134704290"
"MAN2A1","17158","ENSMUSG00000024085","17","64600736","64755110"
"MAN2A2","140481","ENSMUSG00000038886","7","80349097","80371375"
"MAN2B1","17159","ENSMUSG00000005142","8","85083269","85098739"
"MAN2B2","17160","ENSMUSG00000029119","5","36806921","36830653"
"MAN2C1","73744","ENSMUSG00000032295","9","57130690","57142722"
"MAN2C1OS","","ENSMUSG00000086728","9","57099950","57131290"
"MANBA","110173","ENSMUSG00000028164","3","135485611","135571404"
"MANBAL","69161","ENSMUSG00000063019","2","157367594","157396763"
"MANEA","242362","ENSMUSG00000040520","4","26324506","26346891"
"MANEAL","215090","ENSMUSG00000042763","4","124855239","124862171"
"MANF","74840","ENSMUSG00000032575","9","106838312","106891979"
"MANNR","","ENSMUSG00000102590","3","29891014","29924191"
"MANSC1","67729","ENSMUSG00000032718","6","134609207","134632488"
"MANSC4","545893","ENSMUSG00000072662","6","147075060","147087032"
"MAOA","17161","ENSMUSG00000025037","X","16619698","16687818"
"MAOB","109731","ENSMUSG00000040147","X","16709282","16817366"
"MAP10","74393","ENSMUSG00000050930","8","125669818","125673359"
"MAP1A","17754","ENSMUSG00000027254","2","121289600","121310832"
"MAP1B","17755","ENSMUSG00000052727","13","99421464","99516602"
"MAP1LC3A","66734","ENSMUSG00000027602","2","155276297","155278073"
"MAP1LC3B","67443","ENSMUSG00000031812","8","121590361","121598760"
"MAP1S","270058","ENSMUSG00000019261","8","70905974","70917526"
"MAP2","17756","ENSMUSG00000015222","1","66175273","66442583"
"MAP2K1","26395","ENSMUSG00000004936","9","64185770","64253631"
"MAP2K2","26396","ENSMUSG00000035027","10","81105915","81124697"
"MAP2K3","26397","ENSMUSG00000018932","11","60932033","60952811"
"MAP2K3OS","","ENSMUSG00000042549","11","60920917","60931867"
"MAP2K4","26398","ENSMUSG00000033352","11","65688243","65788297"
"MAP2K5","23938","ENSMUSG00000058444","9","63163769","63377902"
"MAP2K6","26399","ENSMUSG00000020623","11","110399122","110525522"
"MAP2K7","26400","ENSMUSG00000002948","8","4238740","4251423"
"MAP3K1","26401","ENSMUSG00000021754","13","111746428","111808993"
"MAP3K10","269881","ENSMUSG00000040390","7","27656375","27674598"
"MAP3K11","26403","ENSMUSG00000004054","19","5689131","5702862"
"MAP3K12","26404","ENSMUSG00000023050","15","102497649","102517064"
"MAP3K13","71751","ENSMUSG00000033618","16","21891969","21931877"
"MAP3K14","53859","ENSMUSG00000020941","11","103219762","103267472"
"MAP3K15","270672","ENSMUSG00000031303","X","159988433","160123351"
"MAP3K19","22625","ENSMUSG00000051590","1","127815253","127840321"
"MAP3K2","26405","ENSMUSG00000024383","18","32163089","32236751"
"MAP3K3","26406","ENSMUSG00000020700","11","106084613","106155446"
"MAP3K4","26407","ENSMUSG00000014426","17","12227621","12318660"
"MAP3K5","26408","ENSMUSG00000071369","10","19934472","20142753"
"MAP3K6","53608","ENSMUSG00000028862","4","133240818","133252929"
"MAP3K7","26409","ENSMUSG00000028284","4","31964097","32023467"
"MAP3K7CL","224419","ENSMUSG00000025610","16","87553330","87595336"
"MAP3K8","26410","ENSMUSG00000024235","18","4331327","4353015"
"MAP3K9","338372","ENSMUSG00000042724","12","81714950","81781170"
"MAP4","17758","ENSMUSG00000032479","9","109931460","110083955"
"MAP4K1","26411","ENSMUSG00000037337","7","28982854","29003279"
"MAP4K2","26412","ENSMUSG00000024948;ENSMUSG00000106850","19;CHR_MG4249_PATCH","6341135","6355615"
"MAP4K3","225028","ENSMUSG00000024242","17","80580512","80728093"
"MAP4K4","26921","ENSMUSG00000026074","1","39900913","40026310"
"MAP4K5","399510","ENSMUSG00000034761","12","69803750","69893200"
"MAP6","17760","ENSMUSG00000055407","7","99267447","99337137"
"MAP6D1","208158","ENSMUSG00000041205","16","20233310","20241358"
"MAP7","17761","ENSMUSG00000019996","10","20148471","20281589"
"MAP7D1","245877","ENSMUSG00000028849","4","126232167","126256343"
"MAP7D2","78283","ENSMUSG00000041020","X","159414572","159498757"
"MAP9","213582","ENSMUSG00000033900","3","82358044","82395268"
"MAPK1","26413","ENSMUSG00000063358","16","16983382","17047453"
"MAPK10","26414","ENSMUSG00000046709","5","102907948","103211334"
"MAPK11","19094","ENSMUSG00000053137","15","89142486","89149606"
"MAPK12","29857","ENSMUSG00000022610","15","89130585","89140703"
"MAPK13","26415","ENSMUSG00000004864","17","28769307","28778698"
"MAPK14","26416","ENSMUSG00000053436","17","28691342","28748404"
"MAPK15","332110","ENSMUSG00000063704","15","75993769","75999152"
"MAPK1IP1","69546","ENSMUSG00000041775","7","138835823","138846273"
"MAPK1IP1L","218975","ENSMUSG00000021840","14","47298314","47323204"
"MAPK3","26417","ENSMUSG00000063065","7","126759601","126765819"
"MAPK4","225724","ENSMUSG00000024558","18","73928486","74065359"
"MAPK6","50772","ENSMUSG00000042688","9","75369062","75410005"
"MAPK7","23939","ENSMUSG00000001034","11","61488812","61494406"
"MAPK8","26419","ENSMUSG00000021936","14","33377898","33447158"
"MAPK8IP1","19099","ENSMUSG00000027223","2","92383676","92401263"
"MAPK8IP2","60597","ENSMUSG00000022619","15","89453913","89464468"
"MAPK8IP3","30957","ENSMUSG00000024163","17","24892153","24936977"
"MAPK9","26420","ENSMUSG00000020366","11","49846751","49886421"
"MAPKAP1","227743","ENSMUSG00000038696","2","34406771","34624950"
"MAPKAPK2","17164","ENSMUSG00000016528","1","131053700","131097826"
"MAPKAPK3","102626","ENSMUSG00000032577","9","107254927","107289877"
"MAPKAPK5","17165","ENSMUSG00000029454","5","121525038","121545905"
"MAPKBP1","26390","ENSMUSG00000033902","2","119972699","120027408"
"MAPRE1","13589","ENSMUSG00000027479","2","153741274","153773310"
"MAPRE2","212307","ENSMUSG00000024277","18","23752333","23893861"
"MAPRE3","100732","ENSMUSG00000029166","5","30814641","30866106"
"MAPT","17762","ENSMUSG00000018411","11","104231390","104332090"
"MARC1","66112","ENSMUSG00000026621","1","184786767","184811313"
"MARC2","67247","ENSMUSG00000073481","1","184813068","184846451"
"MARCH1","72925","ENSMUSG00000036469","8","65617900","66471637"
"MARCH10","632687","ENSMUSG00000078627","11","105360798","105456735"
"MARCH11","211147","ENSMUSG00000022269","15","26309048","26409576"
"MARCH2","224703","ENSMUSG00000079557","17","33685692","33718670"
"MARCH3","320253","ENSMUSG00000032656","18","56761716","56925548"
"MARCH4","381270","ENSMUSG00000039372","1","72427112","72536930"
"MARCH5","69104","ENSMUSG00000023307","19","37207543","37222139"
"MARCH6","223455","ENSMUSG00000039100","15","31455899","31531037"
"MARCH7","57438","ENSMUSG00000026977","2","60209887","60250676"
"MARCH8","71779","ENSMUSG00000025702","6","116338024","116409540"
"MARCH9","216438","ENSMUSG00000040502","10","127055011","127060184"
"MARCKS","17118","ENSMUSG00000069662","10","37133375","37138920"
"MARCKSL1","17357","ENSMUSG00000047945","4","129513581","129515985"
"MARCKSL1-PS4","","ENSMUSG00000086265","13","4248735","4249025"
"MARCO","17167","ENSMUSG00000026390","1","120474538","120505024"
"MARF1","223989","ENSMUSG00000060657","16","14109166","14159274"
"MARK1","226778","ENSMUSG00000026620","1","184896789","184999570"
"MARK2","13728","ENSMUSG00000024969","19","7275396","7341860"
"MARK3","17169","ENSMUSG00000007411","12","111574510","111656227"
"MARK4","232944","ENSMUSG00000030397","7","19426075","19458494"
"MARS","216443","ENSMUSG00000040354","10","127296221","127311786"
"MARS2","212679","ENSMUSG00000046994","1","55237177","55248470"
"MARVELD1","277010","ENSMUSG00000044345","19","42147400","42151703"
"MARVELD2","218518","ENSMUSG00000021636","13","100595957","100616971"
"MARVELD3","73608","ENSMUSG00000001672","8","109947914","109962203"
"MAS1","17171","ENSMUSG00000068037","17","12841079","12868143"
"MASP1","17174","ENSMUSG00000022887","16","23451785","23520590"
"MASP2","17175","ENSMUSG00000028979","4","148602554","148615499"
"MAST1","56527","ENSMUSG00000053693","8","84911903","84937359"
"MAST2","17776","ENSMUSG00000003810","4","116306762","116464183"
"MAST3","546071","ENSMUSG00000031833","8","70778117","70792433"
"MAST4","328329","ENSMUSG00000034751","13","102732486","103334497"
"MASTL","67121","ENSMUSG00000026779","2","23115606","23156024"
"MAT1A","11720","ENSMUSG00000037798","14","41105381","41124412"
"MAT2A","232087","ENSMUSG00000053907","6","72432799","72439558"
"MAT2B","108645","ENSMUSG00000042032","11","40679314","40695203"
"MATK","17179","ENSMUSG00000004933","10","81252935","81263365"
"MATN1","17180","ENSMUSG00000040533","4","130944385","130955475"
"MATN2","17181","ENSMUSG00000022324","15","34306680","34436242"
"MATN3","17182","ENSMUSG00000020583","12","8947929","8972028"
"MATN4","17183","ENSMUSG00000016995","2","164389393","164405160"
"MATR3","17184","ENSMUSG00000037236","18","35562146","35593835"
"MAU2","74549","ENSMUSG00000031858","8","70016123","70042734"
"MAVS","228607","ENSMUSG00000037523","2","131234063","131248025"
"MAX","17187","ENSMUSG00000059436","12","76937269","76962248"
"MAZ","17188","ENSMUSG00000030678","7","127022130","127027037"
"MB","17189","ENSMUSG00000018893","15","77015489","77050670"
"MB21D1","214763","ENSMUSG00000032344","9","78430526","78443237"
"MB21D2","239796","ENSMUSG00000051065","16","28826176","28929698"
"MBD1","17190","ENSMUSG00000024561","18","74268272","74282685"
"MBD2","17191","ENSMUSG00000024513","18","70568189","70626131"
"MBD3","17192","ENSMUSG00000035478","10","80392539","80399550"
"MBD3L1","73503","ENSMUSG00000038691","9","18478379","18485292"
"MBD3L2","234988","ENSMUSG00000047508","9","18443456","18446312"
"MBD4","17193","ENSMUSG00000030322","6","115840697","115853371"
"MBD5","109241","ENSMUSG00000036792","2","48949508","49325405"
"MBD6","110962","ENSMUSG00000025409","10","127281956","127289018"
"MBIP","217588","ENSMUSG00000021028","12","56328306","56345894"
"MBL1","17194","ENSMUSG00000037780","14","41151456","41158959"
"MBL2","17195","ENSMUSG00000024863","19","30232928","30239685"
"MBLAC1","330216","ENSMUSG00000049285","5","138194314","138195621"
"MBLAC2","72852","ENSMUSG00000051098","13","81711417","81753275"
"MBNL1","56758","ENSMUSG00000027763","3","60472830","60629750"
"MBNL2","105559","ENSMUSG00000022139","14","120275669","120431697"
"MBNL3","171170","ENSMUSG00000036109","X","51117269","51206532"
"MBOAT1","218121","ENSMUSG00000038732","13","30136498","30246717"
"MBOAT2","67216","ENSMUSG00000020646","12","24831599","24960301"
"MBOAT4","234155","ENSMUSG00000071113","8","34115030","34125185"
"MBOAT7","77582","ENSMUSG00000035596","7","3677789","3693523"
"MBP","17196","ENSMUSG00000041607","18","82475146","82585637"
"MBTD1","103537","ENSMUSG00000059474","11","93885852","93946985"
"MBTPS1","56453","ENSMUSG00000031835","8","119508156","119558761"
"MBTPS2","270669","ENSMUSG00000046873","X","157535371","157598715"
"MC1R","17199","ENSMUSG00000074037","8","123407107","123410744"
"MC2R","17200","ENSMUSG00000045569","18","68406907","68429251"
"MC3R","17201","ENSMUSG00000038537","2","172248492","172251114"
"MC4R","17202","ENSMUSG00000047259","18","66857715","66860472"
"MC5R","17203","ENSMUSG00000007480","18","68337603","68339711"
"MCAM","84004","ENSMUSG00000032135","9","44134469","44142727"
"MCAT","223722","ENSMUSG00000048755","15","83546797","83555711"
"MCC","328949","ENSMUSG00000071856","18","44425060","44812182"
"MCCC1","72039","ENSMUSG00000027709","3","35959312","36000678"
"MCCC1OS","","ENSMUSG00000086392","3","35999833","36025106"
"MCCC2","78038","ENSMUSG00000021646","13","99948533","100015639"
"MCEE","73724","ENSMUSG00000033429","7","64392607","64412125"
"MCEMP1","69189","ENSMUSG00000013974","8","3665762","3668905"
"MCF2","109904","ENSMUSG00000031139","X","60055956","60179089"
"MCF2L","17207","ENSMUSG00000031442","8","12873806","13020905"
"MCFD2","193813","ENSMUSG00000024150","17","87254658","87265935"
"MCHR1","207911","ENSMUSG00000050164","15","81235499","81238963"
"MCIDAS","622408","ENSMUSG00000074651","13","112993868","113000394"
"MCL1","17210","ENSMUSG00000038612","3","95658788","95663176"
"MCM10","70024","ENSMUSG00000026669","2","4989714","5012791"
"MCM2","17216","ENSMUSG00000002870","6","88883474","88898780"
"MCM3","17215","ENSMUSG00000041859","1","20802968","20820312"
"MCM3AP","54387","ENSMUSG00000001150","10","76468971","76515856"
"MCM4","17217","ENSMUSG00000022673","16","15623897","15637400"
"MCM5","17218","ENSMUSG00000005410","8","75109528","75128439"
"MCM6","17219","ENSMUSG00000026355","1","128331590","128359664"
"MCM7","17220","ENSMUSG00000029730","5","138164583","138172422"
"MCM8","66634","ENSMUSG00000027353","2","132816141","132844197"
"MCM9","71567","ENSMUSG00000058298","10","53536329","53630439"
"MCMBP","210711","ENSMUSG00000048170","7","128696441","128740495"
"MCMDC2","240697","ENSMUSG00000046101","1","9908638","9942085"
"MCOLN1","94178","ENSMUSG00000004567","8","3500457","3515232"
"MCOLN2","68279","ENSMUSG00000011008","3","146149833","146195513"
"MCOLN3","171166","ENSMUSG00000036853","3","146117450","146141806"
"MCPH1","244329","ENSMUSG00000039842","8","18595131","18803189"
"MCPT1","17224","ENSMUSG00000022227","14","56017964","56020391"
"MCPT2","17225","ENSMUSG00000022226","14","56042123","56044634"
"MCPT4","17227","ENSMUSG00000061068","14","56059744","56062310"
"MCPT8","17231","ENSMUSG00000022157","14","56082166","56085216"
"MCPT9","17232","ENSMUSG00000071361","14","56026864","56030495"
"MCRS1","51812","ENSMUSG00000037570","15","99242818","99251961"
"MCTP1","78771","ENSMUSG00000021596","13","76384535","77031810"
"MCTP2","244049","ENSMUSG00000032776","7","72077830","72306608"
"MCTS1","68995","ENSMUSG00000000355","X","38600578","38613426"
"MCTS2","66405","ENSMUSG00000042814","2","152687035","152687951"
"MCU","215999","ENSMUSG00000009647","10","59446984","59616692"
"MCUR1","76137","ENSMUSG00000021371","13","43538412","43560191"
"MDC1","240087","ENSMUSG00000061607","17","35841515","35859670"
"MDFI","17240","ENSMUSG00000032717","17","47815328","47834691"
"MDFIC","16543","ENSMUSG00000041390","6","15720661","15802169"
"MDGA1","74762","ENSMUSG00000043557","17","29827956","29970087"
"MDGA2","320772","ENSMUSG00000034912","12","66469568","67222549"
"MDH1","17449","ENSMUSG00000020321","11","21556787","21572367"
"MDH1B","76668","ENSMUSG00000025963","1","63698819","63730318"
"MDH2","17448","ENSMUSG00000019179","5","135778480","135790398"
"MDK","17242","ENSMUSG00000027239","2","91929805","91932297"
"MDM1","17245","ENSMUSG00000020212","10","118141787","118168997"
"MDM2","17246","ENSMUSG00000020184","10","117688888","117710758"
"MDM4","17248","ENSMUSG00000054387","1","132959484","133030561"
"MDN1","100019","ENSMUSG00000058006","4","32657119","32775217"
"MDP1","67881","ENSMUSG00000002329","14","55657879","55660508"
"ME1","17436","ENSMUSG00000032418","9","86581371","86695953"
"ME2","107029","ENSMUSG00000024556","18","73770040","73815392"
"ME3","109264","ENSMUSG00000030621","7","89632392","89854359"
"MEA1","17256","ENSMUSG00000002768","17","46681137","46683105"
"MEAF6","70088","ENSMUSG00000028863","4","125085134","125113238"
"MECOM","14013","ENSMUSG00000027684","3","29951296","30548008"
"MECP2","17257","ENSMUSG00000031393","X","74026592","74135363"
"MECR","26922","ENSMUSG00000028910","4","131843470","131867786"
"MED1","19014","ENSMUSG00000018160","11","98152154","98193293"
"MED10","28077","ENSMUSG00000021598","13","69809882","69816094"
"MED11","66172","ENSMUSG00000018923","11","70451919","70453727"
"MED12","59024","ENSMUSG00000079487","X","101274030","101297465"
"MED12L","329650","ENSMUSG00000056476","3","59005825","59318682"
"MED13","327987","ENSMUSG00000034297","11","86267033","86357602"
"MED13L","76199","ENSMUSG00000018076","5","118560679","118765438"
"MED14","26896","ENSMUSG00000064127","X","12675369","12762073"
"MED15","94112","ENSMUSG00000012114","16","17651221","17722930"
"MED16","216154","ENSMUSG00000013833","10","79894708","79908923"
"MED17","234959","ENSMUSG00000031935","9","15260352","15279867"
"MED18","67219","ENSMUSG00000066042","4","132458731","132463921"
"MED19","381379","ENSMUSG00000027080","2","84678402","84688215"
"MED20","56771","ENSMUSG00000092558","17","47611582","47624418"
"MED21","108098","ENSMUSG00000030291","6","146642547","146650732"
"MED22","20933","ENSMUSG00000015776","2","26905262","26910677"
"MED23","70208","ENSMUSG00000019984","10","24869986","24913681"
"MED24","23989","ENSMUSG00000017210","11","98704591","98729435"
"MED25","75613","ENSMUSG00000002968","7","44879391","44892397"
"MED26","70625","ENSMUSG00000045248","8","72494558","72548310"
"MED27","68975","ENSMUSG00000026799","2","29346819","29524793"
"MED28","66999","ENSMUSG00000015804","5","45520229","45529276"
"MED29","67224","ENSMUSG00000003444","7","28386146","28392708"
"MED30","69790","ENSMUSG00000038622","15","52712445","52730431"
"MED31","67279","ENSMUSG00000020801","11","72211724","72215592"
"MED4","67381","ENSMUSG00000022109","14","73510049","73518545"
"MED6","69792","ENSMUSG00000002679","12","81573557","81595008"
"MED7","66213","ENSMUSG00000020397","11","46436925","46442721"
"MED8","80509","ENSMUSG00000006392","4","118409337","118415782"
"MED9","192191","ENSMUSG00000061650","11","59948206","59962205"
"MED9OS","","ENSMUSG00000085260","11","59946889","59948142"
"MEDAG","70717","ENSMUSG00000029659","5","149411749","149431723"
"MEF2A","17258","ENSMUSG00000030557","7","67231163","67372858"
"MEF2B","17259;105980076","ENSMUSG00000079033","8","70152778","70167488"
"MEF2C","17260","ENSMUSG00000005583","13","83504034","83667080"
"MEF2D","17261","ENSMUSG00000001419","3","88142372","88172086"
"MEFV","54483","ENSMUSG00000022534","16","3707215","3718124"
"MEG3","","ENSMUSG00000021268","12","109541001","109571726"
"MEGF10","70417","ENSMUSG00000024593","18","57133090","57297467"
"MEGF11","214058","ENSMUSG00000036466","9","64385626","64709205"
"MEGF6","230971","ENSMUSG00000057751","4","154170730","154275713"
"MEGF8","269878","ENSMUSG00000045039","7","25317164","25365917"
"MEGF9","230316","ENSMUSG00000039270","4","70427065","70534995"
"MEI1","74369","ENSMUSG00000068117","15","82069997","82126811"
"MEI4","75033","ENSMUSG00000043289","9","81863670","82206007"
"MEIG1","104362","ENSMUSG00000026650","2","3409043","3422648"
"MEIKIN","74847","ENSMUSG00000020332","11","54370652","54426790"
"MEIOB","75178","ENSMUSG00000024155","17","24804382","24839787"
